row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả chỉ phí đèn bù giải tỏa,Ngắn hạn > Phải trả chỉ phí đèn bù giải tỏa,Phải trả chỉ phí đèn bù giải tỏa,68.503.861.216,119.070.189.201,68503861216.0,119070189201.0
Phải trả về cổ phần hóa,Ngắn hạn > Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,34.322.722.979,34.322.722.979,34322722979.0,34322722979.0
Lệ phí trước bạ và phí bảo trìchung cư,Ngắn hạn > Lệ phí trước bạ và phí bảo trìchung cư,Lệ phí trước bạ và phí bảo trìchung cư,25.880.017.386,25.709.262.748,25880017386.0,25709262748.0
Phải trả góp vốn hợp tác kinh doanh,Ngắn hạn > Phải trả góp vốn hợp tác kinh doanh,Phải trả góp vốn hợp tác kinh doanh,22.397.984.922,2.754.990.488,22397984922.0,2754990488.0
Cổ tức phải trả,Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,1.024.853.485,75.305.408.645,1024853485.0,75305408645.0
Khác,Ngắn hạn > Khác,Khác,23.315.882.352,25.872.809.976,23315882352.0,25872809976.0
,,,175.445.322.340,283.035.384.037,175445322340.0,283035384037.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Nhận ký quỹ, ký cược","Dải hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",2.157.848.801,2.850.297.076,2157848801.0,2850297076.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,177.603.171.141,285.885.681.113,177603171141.0,285885681113.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Các bên khác,Trong đó > Các bên khác,Các bên khác,161.724.480.968,208.976.458.052,161724480968.0,208976458052.0
Các bên liên quan(Thuyết minh số 33),Trong đó > Các bên liên quan(Thuyết minh số 33),Các bên liên quan(Thuyết minh số 33),15.878.690.173,76.909.223.061,15878690173.0,76909223061.0
