row_label_raw,row_label_full,col_0,col_1,Current year,Prior year,numeric__col_1,numeric__Current year,numeric__Prior year
,,,,VND,VND,,,
Remuneration,Remuneration,Remuneration,Position,,,,,
Dao Viet Dinh,Dao Viet Dinh,Dao Viet Dinh,Head of the Board ofSupervisors from 19 April 2023,"120,000,000","80,000,000",,,
Nguyen Hoang VietMember,Nguyen Hoang VietMember,Nguyen Hoang VietMember,Nguyen Hoang VietMember,"60,000,000","60,000,000",,,
Bui Thi Trang,Bui Thi Trang,Bui Thi Trang,Member from 19 April 2023,"60,000,000","40,000,000",,,
Nguyen Thi Huyen,Nguyen Thi Huyen,Nguyen Thi Huyen,Head of the Board ofSupervisor until 19 April 2023,-,"40,000,000",,,
Tieu Thi Dung,Tieu Thi Dung,Tieu Thi Dung,Member until 19 April 2023,-,"20,000,000",,,
,,,,"240,000,000","240,000,000",,,
