row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,1.512.517.323.076,1.139.602.275.640,1512517323076.0,1139602275640.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,782.988.770.276,551.250.173.010,782988770276.0,551250173010.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,349.218.520.788,273.388.599.137,349218520788.0,273388599137.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,82.096.541.208,48.244.020.726,82096541208.0,48244020726.0
Chi phí khác,Chi phí khác,Chi phí khác,298.213.490.804,266.719.482.767,298213490804.0,266719482767.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,801.479.758.048,900.715.660.702,801479758048.0,900715660702.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,384.005.935.553,482.969.462.270,384005935553.0,482969462270.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,59.043.138.814,56.362.244.197,59043138814.0,56362244197.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,43.990.072.469,38.808.799.980,43990072469.0,38808799980.0
Chi phí khác,Chi phí khác,Chi phí khác,314.440.611.212,322.575.154.255,314440611212.0,322575154255.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.313.997.081.124,2.040.317.936.342,2313997081124.0,2040317936342.0
