row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Phải trả người bán là bên thứ ba,Phải trả người bán là bên thứ ba,Phải trả người bán là bên thứ ba,782.027.680.649,782.027.680.649,429.654.693.132,429.654.693.132,782027680649.0,782027680649.0,429654693132.0,429654693132.0
Phải trả hoạt động kinh doanh BDS,Phải trả hoạt động kinh doanh BDS,Phải trả hoạt động kinh doanh BDS,84.005.353.346,84.005.353.346,84.254.116.786,84.254.116.786,84005353346.0,84005353346.0,84254116786.0,84254116786.0
Phải trả hoạt động xây lắp,Phải trả hoạt động xây lắp,Phải trả hoạt động xây lắp,230.080.268.570,230.080.268.570,277.923.829.363,277.923.829.363,230080268570.0,230080268570.0,277923829363.0,277923829363.0
Công ty Cổ phần Công nghệ - Viễn Thông ELCOM,Công ty Cổ phần Công nghệ - Viễn Thông ELCOM,Công ty Cổ phần Công nghệ - Viễn Thông ELCOM,46.563.715.175,46.563.715.175,51.063.715.175,51.063.715.175,46563715175.0,46563715175.0,51063715175.0,51063715175.0
Công ty cổ phần Công nghệ Tiên Phong (*),Công ty cổ phần Công nghệ Tiên Phong (*),Công ty cổ phần Công nghệ Tiên Phong (*),54.474.512.852,54.474.512.852,54.474.512.852,54.474.512.852,54474512852.0,54474512852.0,54474512852.0,54474512852.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,129.042.040.543,129.042.040.543,172.385.601.336,172.385.601.336,129042040543.0,129042040543.0,172385601336.0,172385601336.0
Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,353.875.077.160,353.875.077.160,-,-,353875077160.0,353875077160.0,,
Công ty TNHH Ô Tô Isuzu Việt Nam,Công ty TNHH Ô Tô Isuzu Việt Nam,Công ty TNHH Ô Tô Isuzu Việt Nam,75.983.124.302,75.983.124.302,-,-,75983124302.0,75983124302.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,277.891.952.858,277.891.952.858,-,-,277891952858.0,277891952858.0,,
Phải trả hoạt động khác,Phải trả hoạt động khác,Phải trả hoạt động khác,114.066.981.573,114.066.981.573,67.476.746.983,67.476.746.983,114066981573.0,114066981573.0,67476746983.0,67476746983.0
Công ty TNHH Giải pháp thẻ vàng,Công ty TNHH Giải pháp thẻ vàng,Công ty TNHH Giải pháp thẻ vàng,53.504.499.000,53.504.499.000,46.948.655.000,46.948.655.000,53504499000.0,53504499000.0,46948655000.0,46948655000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,60.562.482.573,60.562.482.573,20.528.091.983,20.528.091.983,60562482573.0,60562482573.0,20528091983.0,20528091983.0
Phải trả người bán là bên liên quan,Phải trả người bán là bên liên quan,Phải trả người bán là bên liên quan,26.132.537.496,26.132.537.496,583.168.000,583.168.000,26132537496.0,26132537496.0,583168000.0,583168000.0
Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,25.487.538.514,25.487.538.514,-,-,25487538514.0,25487538514.0,,
Phải trả hoạt động khác,Phải trả hoạt động khác,Phải trả hoạt động khác,644.998.982,644.998.982,583.168.000,583.168.000,644998982.0,644998982.0,583168000.0,583168000.0
(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2),,,,
Cộng,(Chi tiết phải trả người bán là bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,808.160.218.145,808.160.218.145,430.237.861.132,430.237.861.132,808160218145.0,808160218145.0,430237861132.0,430237861132.0
