row_label_raw,row_label_full,col_0,Quyền sử dụngđất và tài sanganắn liền với đấttriệu VND,numeric__Quyền sử dụngđất và tài sanganắn liền với đấttriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,33.936,33936.0
Thanh lý,Thanh lý,Thanh lý,(17.965),-17965.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,15.971,15971.0
