row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Tổng cộng VND
Nguyên giả,Nguyên giả,Nguyên giả,Nguyên giả,Nguyên giả,Nguyên giả,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giả > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,279.662.657.290,7.078.250.583,286.740.907.873,279662657290.0,7078250583.0,286740907873.0
Mua trong năm,Nguyên giả > Mua trong năm,Mua trong năm,179.514.500.000,33.682.000.000,213.196.500.000,179514500000.0,33682000000.0,213196500000.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giả > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,459.177.157.290,40.760.250.583,499.937.407.873,459177157290.0,40760250583.0,499937407873.0
Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2018,Khẩu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,-,5.245.459.763,5.245.459.783,,5245459763.0,5245459783.0
Khẩu hao trong năm,Khẩu hao lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,-,1.365.243.192,1.365.243.192,,1365243192.0,1365243192.0
Tại ngày 31 tháng 12 năm 2018,Khẩu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,-,6.610.702.975,6.610.702.975,,6610702975.0,6610702975.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,279.662.657.290,1.832.790.800,281.495.448.090,279662657290.0,1832790800.0,281495448090.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,459.177.157.290,34.149.547.608,493.326.704.898,459177157290.0,34149547608.0,493326704898.0
