row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu về tạm ứng,a.1) Chi tiết theo nội dung > - Phải thu về tạm ứng,- Phải thu về tạm ứng,12.375.776.140,-,12.543.864.003,-,12375776140.0,,12543864003.0,
- Phải thu lãi cho vay,a.1) Chi tiết theo nội dung > - Phải thu lãi cho vay,- Phải thu lãi cho vay,172.913.753.054,(57.029.572.232),172.913.753.054,(28.602.365.709),172913753054.0,-57029572232.0,172913753054.0,-28602365709.0
- Phải thu lãi tiền gửi,a.1) Chi tiết theo nội dung > - Phải thu lãi tiền gửi,- Phải thu lãi tiền gửi,215.328.767,-,34.219.179,-,215328767.0,,34219179.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(1)} \),a.1) Chi tiết theo nội dung > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(1)} \),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(1)} \),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu tiền chi hộ,a.1) Chi tiết theo nội dung > - Phải thu tiền chi hộ,- Phải thu tiền chi hộ,651.761.673,-,1.121.280.736,-,651761673.0,,1121280736.0,
- Phải thu về cổ tức,a.1) Chi tiết theo nội dung > - Phải thu về cổ tức,- Phải thu về cổ tức,72.100.000.000,-,-,-,72100000000.0,,,
- Phải thu tiền hoàn thuế do hủy hợp đồng\( ^{(2)} \),a.1) Chi tiết theo nội dung > - Phải thu tiền hoàn thuế do hủy hợp đồng\( ^{(2)} \),- Phải thu tiền hoàn thuế do hủy hợp đồng\( ^{(2)} \),61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,120.998.238,-,52.798.238,-,120998238.0,,52798238.0,
,,,407.378.642.700,(57.029.572.232),335.666.940.038,(28.602.365.709),407378642700.0,-57029572232.0,335666940038.0,-28602365709.0
